,sentence,sentiment,sentiment_id
1861,EBIT excluding non-recurring items was estimated to increase from 2009,positive,1
1862,Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008,positive,1
1863,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008,positive,1
1864,"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008",positive,1
1865,"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008",positive,1
1866,"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn",positive,1
1867,"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm",positive,1
1868,Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory,positive,1
1869,"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009",positive,1
1870,"Thus the method will cut working costs , and will fasten the planning and building processes",positive,1
1871,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News",neutral,0
1872,"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab",neutral,0
1873,The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades,neutral,0
1874,"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540",neutral,0
1875,"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia",neutral,0
1876,"Initial estimated total value of the contract was 250 000 Euros , excluding VAT",neutral,0
1877,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year,neutral,0
1878,Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board,neutral,0
1879,The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities,neutral,0
1880,"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009",neutral,0
1881,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com,neutral,0
1882,"Tieto 's service is also used to send , process and receive materials related to absentee voting",neutral,0
1883,"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares",neutral,0
1884,"A total of 1,800,000 stock options were issued in the 2003 stock option scheme",neutral,0
1885,Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers,neutral,0
1886,Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia,neutral,0
1887,"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis",neutral,0
1888,"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona )",neutral,0
1889,An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET,neutral,0
1890,Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations,neutral,0
1891,"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up",neutral,0
1892,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007,neutral,0
1893,Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse,neutral,0
1894,"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009",neutral,0
1895,Kesko has previously published a stock exchange release concerning the deal on 7 February 2007,neutral,0
1896,Less than ten people will face pension agreements,neutral,0
1897,Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman,neutral,0
1898,"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day",neutral,0
1899,"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions",neutral,0
1900,Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report,neutral,0
1901,Rapala Fishing Frenzy 2009,neutral,0
1902,Residents access to the block is planned to be from Aleksandri Street,neutral,0
1903,Sanoma announced the Stock Option Scheme 2008 on 19 December 2008,neutral,0
1904,Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15,neutral,0
1905,The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments,neutral,0
1906,The appointments will be in force until the new CEO has been appointed,neutral,0
1907,"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007",neutral,0
1908,"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux",neutral,0
1909,"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 %",neutral,0
1910,"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara",neutral,0
1911,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly",neutral,0
1912,"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News",neutral,0
1913,"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories",neutral,0
1914,"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters",neutral,0
1915,The exercise originated in Finland in the early 1930s as a training method for cross-country skiers,neutral,0
1916,"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008",neutral,0
1917,"The gross area of eight houses will be 12,167 m2",neutral,0
1918,"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft )",neutral,0
1919,"The interim report for the first quarter is published on May 8 , 2009",neutral,0
1920,"The mill 's raw material need will increase by 100,000 m3 of wood",neutral,0
1921,"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said",neutral,0
1922,The negotiations will concern the plant 's department producing winded roving that employs 10 people,neutral,0
1923,"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk",neutral,0
1924,"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day",neutral,0
